food,expenses,label
569,1192,중위
754,2943,상위
574,1726,중위
615,1944,중위
541,2367,최상위
635,2079,중위
628,2298,상위
637,2861,최상위
534,1053,하위
526,1535,중위
622,2155,상위
664,1541,중위
764,2923,상위
614,1124,하위
547,1935,상위
582,1394,중위
795,2491,중위
584,2530,최상위
525,2703,최상위
674,1113,하위
611,1782,중위
580,1082,하위
698,1230,하위
513,2462,최상위
735,2347,중위
784,1586,중위
723,2556,상위
567,1019,하위
552,1774,중위
776,1031,극빈층
689,1339,하위
781,1514,하위
583,1313,중위
769,2707,상위
536,1215,중위
788,1285,하위
649,2680,최상위
529,1320,중위
771,2759,상위
738,1376,하위
708,2759,상위
788,1585,중위
738,2551,상위
693,2512,상위
726,2402,중위
620,2683,최상위
644,2380,상위
509,1094,중위
517,2969,최상위
701,1048,하위
575,1775,중위
559,2448,최상위
563,2199,상위
613,1466,중위
645,2084,중위
759,2654,상위
645,2479,상위
627,1215,하위
572,2636,최상위
607,1877,중위
748,1103,하위
727,2088,중위
562,2870,최상위
741,2789,상위
506,1511,중위
542,2538,최상위
621,1670,중위
616,1912,중위
728,1476,중위
565,2624,최상위
620,2206,상위
753,2719,상위
670,1194,하위
641,2824,최상위
531,2796,최상위
643,2152,상위
641,2466,상위
522,2072,상위
730,1608,중위
618,1697,중위
606,1366,중위
726,1204,하위
596,1001,하위
617,2496,최상위
593,2323,상위
648,2635,최상위
583,2947,최상위
656,2935,최상위
722,1035,하위
514,2161,최상위
742,1816,중위
692,2924,최상위
581,2003,상위
650,1459,중위
620,1039,하위
769,2692,상위
582,2670,최상위
516,2554,최상위
505,2835,최상위
595,2747,최상위
707,1964,중위
711,2910,최상위
644,2116,중위
599,2547,최상위
765,2330,중위
595,1150,하위
503,2066,최상위
741,2296,중위
779,1948,중위
693,1822,중위
714,1824,중위
505,1038,중위
596,1689,중위
552,1810,중위
590,1694,중위
729,1589,중위
551,2842,최상위
762,1548,중위
513,1280,중위
647,1067,하위
781,1261,하위
716,2279,중위
769,1794,중위
696,1973,중위
670,1085,하위
693,2141,중위
549,1022,하위
788,1282,하위
757,2246,중위
711,2663,상위
657,1954,중위
607,2043,상위
690,1661,중위
760,1749,중위
626,1604,중위
515,1998,상위
642,2181,상위
730,2769,상위
693,2900,최상위
616,1032,하위
666,2144,중위
502,1237,중위
708,1789,중위
747,1516,중위
725,2092,중위
722,1660,중위
765,2576,상위
582,1443,중위
615,1171,하위
746,2359,중위
744,1026,극빈층
670,2129,중위
690,2707,상위
738,1200,하위
628,2116,상위
715,2601,상위
623,2378,상위
506,1764,상위
786,1890,중위
553,1335,중위
522,2295,최상위
736,2866,상위
698,1115,하위
633,2076,중위
747,1452,하위
519,1871,상위
700,1939,중위
710,1876,중위
760,2938,상위
621,2242,상위
719,2685,상위
562,2118,상위
772,2222,중위
718,1333,하위
690,2218,중위
564,1613,중위
558,1881,상위
724,1354,하위
713,2667,상위
623,2281,상위
642,2188,상위
629,2978,최상위
672,2609,상위
518,2844,최상위
741,2967,최상위
527,2805,최상위
587,2306,상위
588,2850,최상위
572,1655,중위
548,2369,최상위
739,2921,상위
502,2626,최상위
746,1250,하위
728,2204,중위
724,2767,상위
581,2034,상위
621,2277,상위
505,1871,상위
759,1844,중위
663,1009,하위
543,2781,최상위
512,2787,최상위
681,2110,중위
792,1930,중위
635,2455,상위
610,2629,최상위
638,2669,최상위
796,1785,중위
718,2469,상위
673,2346,상위
699,1298,하위
670,1709,중위
576,2850,최상위
726,2534,상위
500,2774,최상위
586,1645,중위
576,1371,중위
702,1632,중위
654,1531,중위
592,1063,하위
509,1971,상위
585,2642,최상위
798,2256,중위
756,2217,중위
765,2818,상위
756,2155,중위
609,1496,중위
710,1962,중위
680,2247,중위
523,2696,최상위
746,1591,중위
542,1989,상위
613,1535,중위
549,2155,상위
748,1295,하위
749,1249,하위
795,2251,중위
766,1453,하위
671,2551,상위
649,2673,최상위
575,1123,하위
633,2887,최상위
632,1290,중위
785,1573,중위
680,1763,중위
658,1169,하위
685,2152,중위
764,2975,상위
792,2856,상위
627,2305,상위
603,1907,중위
775,1389,하위
728,1144,하위
652,2444,상위
598,2898,최상위
513,2493,최상위
564,1492,중위
651,2871,최상위
573,2830,최상위
525,1492,중위
540,2178,최상위
682,1104,하위
663,1326,중위
622,2987,최상위
650,2275,상위
622,1958,중위
792,2874,상위
666,2537,상위
692,2895,최상위
708,2742,상위
765,1311,하위
772,1133,하위
791,2184,중위
650,1163,하위
526,2991,최상위
659,1395,중위
569,1482,중위
640,1072,하위
518,2497,최상위
706,1529,중위
789,1310,하위
573,1382,중위
599,2497,최상위
692,1377,하위
561,1380,중위
753,2922,상위
685,2227,중위
502,1244,중위
732,1607,중위
589,2170,상위
508,1854,상위
636,1521,중위
603,1271,중위
597,1073,하위
511,2983,최상위
537,2728,최상위
763,1365,하위
795,1404,하위
597,2818,최상위
569,2782,최상위
602,1109,하위
686,2792,최상위
623,2711,최상위
540,1885,상위
592,1882,중위
728,1080,하위
643,2066,중위
735,1919,중위
685,1956,중위
767,1544,중위
536,1762,중위
710,1454,중위
685,2675,상위
719,2638,상위
543,1845,상위
715,1815,중위
668,1691,중위
781,2064,중위
673,2444,상위
537,2081,상위
730,2643,상위
702,2343,상위
770,1070,극빈층
780,1131,하위
557,1633,중위
653,1893,중위
507,1617,중위
640,2106,중위
694,1288,하위
623,2068,중위
511,1937,상위
566,2990,최상위
512,2448,최상위
754,2688,상위
661,2568,상위
798,1872,중위
766,1799,중위
757,2895,상위
712,1559,중위
696,2940,최상위
647,1995,중위
700,1751,중위
747,1821,중위
565,1846,중위
564,2084,상위
618,2385,상위
609,1364,중위
615,1388,중위
759,1029,극빈층
626,1138,하위
620,2719,최상위
790,1958,중위
667,1046,하위
630,2255,상위
568,1649,중위
639,2550,상위
571,2337,최상위
574,2418,최상위
545,1079,하위
668,2623,상위
659,2217,상위
747,1560,중위
789,2321,중위
721,1060,하위
689,1306,하위
608,1606,중위
768,1518,하위
506,2215,최상위
631,1204,하위
751,1707,중위
636,1783,중위
739,2992,최상위
646,1541,중위
561,1850,중위
625,1280,중위
729,2783,상위
527,1591,중위
647,1772,중위
739,2329,중위
655,2214,상위
629,1288,중위
501,1505,중위
516,1189,중위
694,1314,하위
712,1111,하위
747,1309,하위
594,1730,중위
704,1270,하위
694,2802,최상위
557,1351,중위
544,1350,중위
708,1977,중위
745,1022,극빈층
700,2863,최상위
543,1398,중위
615,2326,상위
769,2743,상위
785,2747,상위
718,2642,상위
594,1660,중위
734,1962,중위
755,2935,상위
792,1763,중위
646,2677,최상위
635,1439,중위
598,1161,하위
730,1725,중위
550,2983,최상위
543,1470,중위
532,1800,상위
780,2349,중위
542,2430,최상위
517,1452,중위
621,2120,상위
774,1048,극빈층
708,2950,최상위
519,1627,중위
514,2167,최상위
689,1571,중위
748,1418,하위
539,2722,최상위
627,1038,하위
730,2544,상위
516,2412,최상위
559,1892,상위
728,1367,하위
688,1059,하위
701,1462,중위
611,1609,중위
583,2612,최상위
647,2726,최상위
555,2109,상위
716,2549,상위
649,1553,중위
522,2599,최상위
649,1864,중위
572,2422,최상위
645,2699,최상위
782,1235,하위
772,1282,하위
720,1018,극빈층
563,1229,중위
569,2626,최상위
763,2451,중위
500,2126,최상위
757,2688,상위
571,1708,중위
706,2113,중위
783,1198,하위
519,2929,최상위
558,2855,최상위
702,1827,중위
543,2105,상위
607,1890,중위
514,1106,중위
671,2553,상위
753,2520,상위
560,2278,최상위
600,2678,최상위
506,2746,최상위
718,2074,중위
568,1388,중위
670,2224,중위
577,2837,최상위
614,2869,최상위
730,1139,하위
757,2417,중위
791,2271,중위
572,1506,중위
569,1328,중위
610,2332,상위
788,1313,하위
611,2250,상위
540,1039,하위
755,2254,중위
780,1390,하위
753,2650,상위
607,2430,최상위
787,1255,하위
652,2125,중위
673,2988,최상위
678,1687,중위
602,1993,중위
663,1345,중위
651,2431,상위
614,2906,최상위
707,2718,상위
565,1143,중위
617,1193,하위
617,1284,중위
592,1881,중위
503,1241,중위
572,1220,중위
551,1107,중위
646,1111,하위
629,2279,상위
500,1907,상위
546,1733,중위
712,1306,하위
773,1240,하위
773,1368,하위
688,2710,상위
745,2877,상위
752,2579,상위
516,2499,최상위
679,1309,하위
728,2412,중위
614,1741,중위
510,2480,최상위
776,2296,중위
619,2955,최상위
520,1269,중위
500,2641,최상위
735,2339,중위
681,2474,상위
667,1745,중위
796,1553,하위
505,2927,최상위
751,1522,중위
670,2871,최상위
728,1296,하위
598,2033,상위
646,1799,중위
657,1105,하위
690,1143,하위
673,1132,하위
635,2037,중위
607,2886,최상위
725,1623,중위
730,1063,하위
755,2256,중위
579,2458,최상위
617,1815,중위
666,1523,중위
746,1003,극빈층
742,2854,상위
640,1805,중위
619,2735,최상위
702,2845,최상위
600,2737,최상위
722,2915,최상위
736,1745,중위
606,2429,최상위
787,1291,하위
665,2308,상위
737,1891,중위
712,2433,상위
724,2422,상위
638,2783,최상위
508,2039,최상위
791,1142,하위
529,2987,최상위
697,1705,중위
769,2838,상위
723,2553,상위
615,2179,상위
728,2990,최상위
592,2973,최상위
551,2988,최상위
728,1049,하위
522,1431,중위
519,2354,최상위
743,1754,중위
517,1071,중위
560,2629,최상위
688,1610,중위
789,2905,상위
602,2115,상위
559,1981,상위
795,2603,중위
589,1573,중위
767,2320,중위
602,2955,최상위
555,1538,중위
733,2344,중위
694,1746,중위
512,2069,최상위
776,1354,하위
697,1523,중위
591,2729,최상위
531,2031,상위
594,1087,하위
539,1595,중위
648,2510,상위
635,1141,하위
685,2467,상위
525,2762,최상위
780,2573,중위
612,1327,중위
737,1615,중위
760,2750,상위
604,1905,중위
703,1878,중위
579,1290,중위
617,2774,최상위
551,2539,최상위
513,1966,상위
724,2920,최상위
727,2037,중위
554,2245,최상위
715,2369,중위
702,1343,하위
565,1450,중위
622,2569,최상위
514,1309,중위
789,2300,중위
563,2895,최상위
556,1972,상위
622,2553,최상위
614,1893,중위
516,2386,최상위
708,2024,중위
566,1638,중위
773,2483,중위
629,1508,중위
544,1531,중위
712,2109,중위
783,2323,중위
686,2632,상위
671,1612,중위
721,2826,상위
685,2884,최상위
760,1399,하위
676,1532,중위
765,1908,중위
622,2713,최상위
577,1878,중위
683,2569,상위
508,2101,최상위
721,1641,중위
769,2164,중위
646,1742,중위
529,1956,상위
759,2832,상위
737,2564,상위
685,1888,중위
629,1104,하위
768,2412,중위
674,2743,최상위
633,2426,상위
554,1881,상위
694,1810,중위
585,2137,상위
506,1034,중위
768,2817,상위
694,2989,최상위
732,2356,중위
651,1252,하위
681,2783,최상위
784,1578,중위
516,1655,중위
636,2806,최상위
646,2067,중위
642,1883,중위
685,1870,중위
577,2157,상위
791,2785,상위
702,2380,상위
742,1385,하위
695,2564,상위
631,1421,중위
687,1827,중위
522,1246,중위
581,2016,상위
750,1261,하위
552,1408,중위
590,1988,상위
575,1190,중위
539,2609,최상위
500,2627,최상위
686,2270,중위
609,2045,상위
604,2731,최상위
541,2469,최상위
769,2476,중위
717,1908,중위
632,1602,중위
553,2020,상위
738,2949,상위
603,1210,중위
557,1823,중위
782,2476,중위
756,2832,상위
719,1627,중위
551,1486,중위
750,1981,중위
697,1411,중위
567,1885,중위
564,1337,중위
654,1795,중위
716,1969,중위
709,2426,상위
551,2053,상위
567,2963,최상위
740,2191,중위
534,1655,중위
519,1758,상위
714,1975,중위
737,2264,중위
736,2188,중위
737,2725,상위
578,2834,최상위
563,2588,최상위
739,2140,중위
637,2381,상위
679,1158,하위
659,2557,상위
691,2127,중위
582,1385,중위
623,2859,최상위
566,1621,중위
745,1172,하위
575,2248,상위
737,2134,중위
699,1113,하위
600,1698,중위
514,2410,최상위
538,2627,최상위
512,1880,상위
794,2186,중위
778,1634,중위
509,1535,중위
748,2470,중위
749,2618,상위
742,2918,상위
662,1272,하위
642,1618,중위
512,2084,최상위
532,2751,최상위
612,2439,상위
732,2377,중위
762,2862,상위
715,1876,중위
723,1226,하위
557,1911,상위
667,2724,최상위
557,2008,상위
510,2624,최상위
793,2282,중위
721,2540,상위
610,1406,중위
542,1916,상위
550,2831,최상위
771,1868,중위
764,2789,상위
526,1855,상위
715,1900,중위
582,2711,최상위
519,2565,최상위
516,1253,중위
617,2162,상위
711,1218,하위
696,2275,중위
649,1995,중위
639,2898,최상위
645,2916,최상위
777,2256,중위
717,2517,상위
577,1570,중위
760,1153,하위
688,2993,최상위
666,1304,하위
729,1789,중위
503,1028,중위
771,2648,상위
549,1689,중위
581,2504,최상위
683,2813,최상위
734,1996,중위
779,1592,중위
517,1555,중위
577,2039,상위
732,2719,상위
571,2304,최상위
504,2372,최상위
735,1354,하위
565,1688,중위
787,2083,중위
544,2537,최상위
704,2209,중위
731,2573,상위
766,1704,중위
563,1052,하위
720,2518,상위
623,2703,최상위
525,1057,중위
739,2616,상위
658,1447,중위
685,1331,하위
784,1721,중위
544,2872,최상위
535,1691,중위
554,1050,하위
614,1817,중위
729,2694,상위
572,1066,하위
633,1144,하위
733,2429,중위
759,1424,하위
540,1971,상위
533,2918,최상위
723,1535,중위
699,1151,하위
580,2557,최상위
514,1983,상위
750,1277,하위
562,2716,최상위
605,1237,중위
686,1939,중위
714,2241,중위
584,2988,최상위
740,2754,상위
653,1698,중위
795,1840,중위
737,1101,하위
715,1317,하위
595,2701,최상위
731,2865,상위
793,2151,중위
744,2153,중위
672,2801,최상위
532,1388,중위
697,1447,중위
555,2661,최상위
600,2732,최상위
769,1848,중위
786,2866,상위
719,2820,상위
776,1109,하위
523,1055,중위
550,1929,상위
793,1846,중위
660,2930,최상위
520,1279,중위
797,2263,중위
752,1914,중위
674,2309,상위
767,2462,중위
733,2756,상위
642,1998,중위
746,1282,하위
585,2819,최상위
541,2628,최상위
615,2725,최상위
564,2306,최상위
720,2910,최상위
602,1348,중위
534,2819,최상위
733,2341,중위
607,2956,최상위
741,1129,하위
688,2106,중위
767,1380,하위
674,2491,상위
564,1069,하위
697,1435,중위
791,2907,상위
631,1069,하위
538,1674,중위
752,2188,중위
800,1601,중위
561,2018,상위
644,1023,하위
604,1725,중위
743,2710,상위
684,1672,중위
527,1970,상위
627,2373,상위
796,2282,중위
764,2661,상위
508,2346,최상위
693,2025,중위
745,2373,중위
577,2832,최상위
723,1155,하위
780,1517,하위
630,2726,최상위
596,2856,최상위
749,2212,중위
787,1353,하위
752,2933,상위
556,2348,최상위
792,2798,상위
778,2922,상위
601,2463,최상위
795,1035,극빈층
752,2599,상위
524,2573,최상위
697,2855,최상위
707,2193,중위
630,2396,상위
778,2179,중위
685,2443,상위
718,2015,중위
583,1143,하위
674,2844,최상위
679,1919,중위
577,1159,중위
667,2814,최상위
609,2431,상위
650,2461,상위
762,1046,극빈층
750,2177,중위
699,1921,중위
523,2833,최상위
661,2684,최상위
654,2252,상위
779,2720,상위
666,2612,상위
708,2041,중위
525,1184,중위
670,2681,최상위
524,1346,중위
797,2700,상위
655,1103,하위
625,1347,중위
704,1113,하위
602,1732,중위
634,1733,중위
696,2153,중위
725,1801,중위
612,1887,중위
756,1651,중위
531,1442,중위
693,1856,중위
519,2699,최상위
790,1491,하위
740,1175,하위
577,1883,중위
669,1583,중위
537,1951,상위
548,1600,중위
527,2662,최상위
669,2931,최상위
685,2628,상위
758,2334,중위
692,1398,중위
794,1363,하위
686,2822,최상위
548,2719,최상위
748,1950,중위
700,1443,중위
752,2083,중위
683,2647,상위
565,1791,중위
559,1334,중위
583,1535,중위
596,1013,하위
581,1273,중위
614,1250,중위
557,1510,중위
643,1147,하위
713,2094,중위
597,1552,중위
598,1847,중위
607,1806,중위
646,1847,중위
614,2928,최상위
598,1927,중위
732,1261,하위
637,2228,상위
781,2505,중위
646,1328,중위
764,1708,중위
737,2792,상위
794,2161,중위
754,2278,중위
555,2910,최상위
595,1977,중위
649,1392,중위
649,2744,최상위
586,2726,최상위
582,2823,최상위
541,1736,중위
650,2979,최상위
570,2671,최상위
736,1007,극빈층
611,1747,중위
742,1442,하위
545,1676,중위
578,2874,최상위
614,1473,중위
511,2611,최상위
547,2977,최상위
786,2322,중위
786,2458,중위
738,2632,상위
727,1090,하위
559,1271,중위
718,1633,중위
590,1514,중위
680,1820,중위
524,1615,중위
712,1808,중위
532,1806,상위
691,2374,상위
707,1522,중위
659,2593,상위
777,2317,중위
790,2413,중위
532,1651,중위
795,1582,하위
550,2376,최상위
599,2956,최상위
507,1043,중위
682,1508,중위
675,1646,중위
749,1303,하위
693,1832,중위
708,1384,하위
631,2861,최상위
505,1767,상위
619,2657,최상위
624,2715,최상위
640,1573,중위
558,1210,중위
570,1880,중위
569,1171,중위
586,2938,최상위
784,1659,중위
513,1622,중위
513,2033,상위
755,2339,중위
767,2315,중위
574,1534,중위
787,1639,중위
785,2699,상위
707,1161,하위
514,2138,최상위
686,2652,상위
573,1914,상위
694,1884,중위
760,1158,하위
724,1999,중위
507,2139,최상위
613,2116,상위
596,1892,중위
613,2308,상위
788,1572,하위
543,1328,중위
607,1910,중위
714,2968,최상위
740,1440,하위
628,1984,중위
772,2685,상위
678,2567,상위
541,1932,상위
618,1003,하위
785,2833,상위
605,2907,최상위
762,1164,하위
787,2573,중위
678,2594,상위
685,2018,중위
686,1482,중위
583,1957,상위
797,1533,하위
570,1747,중위
554,2626,최상위
719,2009,중위
751,1567,중위
715,1608,중위
567,2660,최상위
727,2735,상위
669,1353,중위
626,2979,최상위
680,1188,하위
565,2350,최상위
787,1024,극빈층
778,1663,중위
633,2799,최상위
652,1182,하위
589,2884,최상위
762,2762,상위
543,2760,최상위
656,1646,중위
624,2248,상위
590,1233,중위
770,1967,중위
740,2114,중위
794,1561,하위
528,2913,최상위
598,1559,중위
668,2177,중위
779,1777,중위
572,1661,중위
579,1501,중위
588,1535,중위
729,1601,중위
742,2933,상위
666,1572,중위
744,2940,상위
704,2076,중위
789,2438,중위
774,1627,중위
586,2475,최상위
754,2105,중위
656,1303,하위
614,2201,상위
625,1468,중위
752,2551,상위
548,1202,중위
785,2350,중위
772,2936,상위
592,1764,중위
597,2170,상위
777,2495,중위
675,2001,중위
551,1366,중위
647,2178,상위
728,2855,상위
774,1633,중위
794,2283,중위
794,2742,상위
644,1214,하위
702,2589,상위
723,1444,하위
630,2272,상위
654,2471,상위
502,1912,상위
525,1955,상위
792,2369,중위
723,2695,상위
574,2671,최상위
529,1883,상위
511,1431,중위
636,1766,중위
729,1521,중위
663,1613,중위
657,1453,중위
517,1011,하위
508,2035,최상위
707,1588,중위
795,2479,중위
731,2247,중위
795,2711,상위
766,2556,상위
682,1886,중위
748,2999,최상위
570,1596,중위
560,1390,중위
647,1812,중위
607,2535,최상위
604,1605,중위
701,1467,중위
710,2813,상위
698,2658,상위
573,2558,최상위
536,2626,최상위
583,1008,하위
691,2847,최상위
561,1657,중위
591,1208,중위
636,2500,상위
782,2364,중위
737,2213,중위
790,1535,하위
723,2716,상위
561,1645,중위
781,2462,중위
535,1147,중위
561,2766,최상위
786,1597,중위
555,1342,중위
605,2838,최상위
610,1686,중위
750,1052,극빈층
539,1630,중위
510,1238,중위
658,1925,중위
697,2251,중위
621,1967,중위
663,2636,상위
800,1460,하위
739,1172,하위
762,1241,하위
791,1571,하위
578,2994,최상위
712,2611,상위
755,2531,상위
551,2185,상위
733,1530,중위
613,1845,중위
778,2034,중위
679,2834,최상위
739,1760,중위
668,1426,중위
512,1825,상위
622,1542,중위
595,1246,중위
671,1505,중위
506,2666,최상위
529,1462,중위
796,2922,상위
680,2563,상위
760,2678,상위
616,1297,중위
574,1941,상위
548,1611,중위
599,2214,상위
540,1159,중위
592,2745,최상위
739,1408,하위
760,1661,중위
720,1966,중위
601,2333,상위
793,1034,극빈층
642,2892,최상위
669,2598,상위
650,1863,중위
705,1973,중위
658,1608,중위
774,1320,하위
502,2642,최상위
649,2215,상위
642,1938,중위
766,1313,하위
520,2911,최상위
667,2458,상위
597,2797,최상위
613,2698,최상위
592,2789,최상위
708,2039,중위
576,2807,최상위
583,1245,중위
606,2396,상위
750,2031,중위
745,1559,중위
670,1441,중위
508,2316,최상위
569,1654,중위
535,2711,최상위
790,2408,중위
777,2766,상위
594,2218,상위
534,2929,최상위
684,1500,중위
709,1835,중위
561,1661,중위
681,1628,중위
586,1567,중위
697,1002,하위
588,2165,상위
736,2964,최상위
554,2959,최상위
765,1234,하위
694,2608,상위
634,1719,중위
576,2146,상위
519,1514,중위
512,1383,중위
519,1971,상위
706,1687,중위
642,1060,하위
762,2645,상위
714,1688,중위
518,1464,중위
605,2266,상위
604,1081,하위
788,1224,하위
516,1569,중위
591,1209,중위
508,1393,중위
501,2024,최상위
637,2625,최상위
773,2004,중위
710,2318,중위
526,1517,중위
701,1179,하위
567,2304,최상위
704,1184,하위
652,2538,상위
711,2318,중위
522,2859,최상위
766,1909,중위
592,1974,상위
795,2680,상위
577,1971,상위
692,2694,상위
694,2237,중위
746,1553,중위
792,2438,중위
613,2198,상위
618,1247,중위
709,1956,중위
721,1587,중위
506,1192,중위
525,2056,상위
534,1909,상위
671,1150,하위
733,2027,중위
608,2358,상위
509,2301,최상위
601,1303,중위
614,1770,중위
567,1248,중위
779,1686,중위
650,1824,중위
719,1081,하위
699,2640,상위
567,2226,상위
528,2423,최상위
647,1884,중위
626,1139,하위
659,1438,중위
754,1464,하위
593,1235,중위
577,1724,중위
765,2365,중위
712,2374,상위
530,1622,중위
584,1939,중위
657,2962,최상위
661,2959,최상위
667,2961,최상위
572,2482,최상위
504,2665,최상위
585,1017,하위
626,1663,중위
556,2580,최상위
731,1931,중위
788,1555,하위
731,2905,상위
682,1878,중위
692,1624,중위
502,1995,상위
656,1458,중위
786,1423,하위
543,2991,최상위
568,1107,하위
583,2853,최상위
737,1752,중위
542,1835,상위
605,2770,최상위
587,1852,중위
674,2065,중위
637,1070,하위
586,1938,중위
768,1894,중위
708,2845,최상위
558,2244,최상위
540,2650,최상위
712,2465,상위
600,2389,상위
778,1490,하위
621,1437,중위
700,1350,하위
583,1032,하위
588,1991,상위
606,1208,하위
721,2016,중위
513,1986,상위
611,1728,중위
660,1298,하위
586,2974,최상위
752,1521,중위
569,2525,최상위
531,2244,최상위
591,2919,최상위
683,1015,하위
548,2552,최상위
784,1208,하위
793,1738,중위
630,1235,하위
647,1493,중위
715,1673,중위
535,1096,중위
708,2166,중위
524,2972,최상위
788,1203,하위
673,1325,하위
752,1853,중위
677,2655,상위
796,2881,상위
589,2593,최상위
706,2760,상위
636,2963,최상위
700,1509,중위
591,1724,중위
736,2539,상위
519,2665,최상위
707,1565,중위
581,2512,최상위
675,2049,중위
723,1699,중위
765,1808,중위
687,1376,중위
794,2237,중위
642,2921,최상위
674,2913,최상위
756,1663,중위
541,1455,중위
751,1845,중위
745,1156,하위
712,1548,중위
689,2250,중위
589,2736,최상위
610,2181,상위
661,2758,최상위
592,2412,최상위
781,2372,중위
707,1440,중위
552,2793,최상위
670,1989,중위
758,2743,상위
594,2487,최상위
507,2489,최상위
792,1994,중위
537,1707,중위
709,2230,중위
763,1501,하위
681,1365,중위
572,1766,중위
714,1998,중위
676,1875,중위
787,1298,하위
682,2339,상위
510,1641,중위
523,2438,최상위
635,1054,하위
725,2280,중위
644,1710,중위
653,2734,최상위
710,1545,중위
543,1681,중위
547,2108,상위
670,2465,상위
651,2769,최상위
709,2244,중위
695,2163,중위
551,2860,최상위
676,1210,하위
658,1487,중위
576,2939,최상위
759,2296,중위
728,1988,중위
628,2921,최상위
738,2448,중위
615,2818,최상위
791,1019,극빈층
797,2479,중위
628,2056,중위
513,1607,중위
701,1696,중위
718,2918,최상위
674,1809,중위
534,1119,중위
629,2022,중위
791,1004,극빈층
662,1855,중위
730,2187,중위
674,2315,상위
789,1194,하위
706,1002,극빈층
630,2483,상위
668,1397,중위
642,2498,상위
792,1645,중위
732,1219,하위
540,2571,최상위
704,1257,하위
676,2792,최상위
752,1251,하위
552,1349,중위
719,1797,중위
621,1893,중위
566,1887,상위
680,1474,중위
538,1017,하위
615,2571,최상위
731,2755,상위
746,1201,하위
796,2100,중위
666,2882,최상위
506,2361,최상위
709,2378,상위
673,2278,상위
558,2009,상위
612,1608,중위
589,1731,중위
592,1977,상위
635,1698,중위
504,1114,중위
640,1374,중위
650,2517,상위
632,2128,상위
559,2873,최상위
654,1772,중위
775,1735,중위
718,2547,상위
635,2360,상위
572,1494,중위
515,2558,최상위
532,1038,하위
636,2260,상위
619,2906,최상위
620,2669,최상위
517,1006,하위
751,1849,중위
800,1799,중위
711,1251,하위
757,1260,하위
743,2468,중위
625,2891,최상위
758,1503,하위
769,1484,하위
653,2723,최상위
743,1808,중위
542,1681,중위
553,2401,최상위
552,2751,최상위
628,1146,하위
634,1183,하위
569,1738,중위
625,2208,상위
749,2870,상위
615,1396,중위
631,2307,상위
590,2526,최상위
763,2658,상위
515,2429,최상위
718,1223,하위
600,2114,상위
560,1237,중위
641,1909,중위
630,2551,최상위
576,2478,최상위
776,1082,극빈층
600,2675,최상위
555,1871,상위
552,1995,상위
731,2434,중위
676,1136,하위
702,2776,상위
512,1731,상위
563,2297,최상위
573,1966,상위
780,2403,중위
722,1577,중위
608,2231,상위
675,1272,하위
551,2883,최상위
785,1779,중위
531,2865,최상위
582,1215,중위
661,2873,최상위
789,2489,중위
633,2401,상위
694,2415,상위
741,1801,중위
502,2266,최상위
601,1565,중위
745,2672,상위
730,1048,하위
523,1731,중위
713,1776,중위
693,1770,중위
595,2218,상위
560,2073,상위
765,1824,중위
688,2094,중위
523,2506,최상위
728,2395,중위
629,1055,하위
593,1952,중위
713,1776,중위
799,2537,중위
644,2208,상위
643,1433,중위
576,1485,중위
619,2859,최상위
740,1507,중위
601,2646,최상위
651,1931,중위
595,2671,최상위
660,1917,중위
668,2831,최상위
797,1978,중위
567,1245,중위
672,1042,하위
584,2345,최상위
797,2443,중위
598,2851,최상위
731,1868,중위
671,1868,중위
551,1442,중위
533,1997,상위
783,2766,상위
740,1525,중위
676,2352,상위
797,1538,하위
562,2475,최상위
620,2594,최상위
602,2729,최상위
675,1607,중위
740,1509,중위
697,1130,하위
728,2745,상위
549,2667,최상위
706,1101,하위
681,2926,최상위
580,1653,중위
626,2488,상위
684,1796,중위
657,2700,최상위
714,1085,하위
636,2012,중위
644,1383,중위
760,2943,상위
778,1088,극빈층
683,1458,중위
504,1389,중위
603,1532,중위
651,2386,상위
691,2178,중위
798,1275,하위
600,2651,최상위
588,2309,상위
755,2673,상위
775,1691,중위
757,2786,상위
665,2790,최상위
531,1752,중위
614,2155,상위
685,2370,상위
683,2567,상위
779,2566,중위
793,2855,상위
753,1758,중위
792,2954,상위
777,1320,하위
548,1413,중위
754,2513,중위
755,1575,중위
795,2076,중위
784,1910,중위
550,2206,최상위
552,1779,중위
787,2607,중위
561,2004,상위
740,2900,상위
746,2210,중위
646,1241,하위
562,2159,상위
689,1132,하위
510,2239,최상위
586,2704,최상위
738,2742,상위
783,2530,중위
745,2213,중위
691,2190,중위
752,1994,중위
612,1352,중위
714,1443,중위
785,1903,중위
685,1631,중위
593,2673,최상위
644,1217,하위
652,2270,상위
670,1385,중위
589,2632,최상위
664,1568,중위
693,2992,최상위
592,2550,최상위
518,2696,최상위
767,2583,상위
747,2713,상위
737,1682,중위
556,2832,최상위
775,2131,중위
645,1385,중위
765,2141,중위
702,1183,하위
608,2024,중위
518,1551,중위
635,1072,하위
541,2482,최상위
511,1544,중위
515,2638,최상위
712,2900,최상위
697,2174,중위
785,2015,중위
686,1469,중위
773,1016,극빈층
527,2987,최상위
636,1791,중위
512,2610,최상위
684,2044,중위
772,2010,중위
627,1086,하위
590,1115,하위
602,2880,최상위
716,2476,상위
565,1287,중위
756,2154,중위
505,1327,중위
595,1390,중위
576,2162,상위
507,2322,최상위
669,1665,중위
